frame,x,y,visible
129,1541.7,468.6,1
130,1557.9,468.7,1
131,1558.1,468.7,1
132,1591.7,476.3,1
133,1591.5,476.4,1
134,1607.3,481.8,1
135,1607.3,481.8,1
136,1639.7,491.0,1
137,1639.6,491.1,1
138,1671.8,502.4,1
139,1671.8,502.4,1
140,1686.8,510.2,1
141,1686.8,510.2,1
142,1706.5,540.6,1
143,1717.8,553.2,1
144,1731.1,520.0,1
145,1744.4,486.7,1
146,1770.2,471.1,1
147,1770.2,471.1,1
148,1784.0,465.0,1
149,1784.0,465.0,1
150,1810.8,451.6,1
151,1810.8,451.6,1
152,1837.3,442.3,1
153,1837.2,442.6,1
154,1849.1,438.9,1
155,1849.2,438.9,1
156,1875.7,432.2,1
157,1875.0,432.9,1
158,1888.3,431.5,1
159,1888.1,431.5,1
160,1912.0,428.9,1
161,1912.0,428.8,1
162,1937.4,429.3,1
163,1937.2,428.9,1
164,1949.3,431.1,1
165,1949.4,430.9,1
166,1984.8,437.4,1
167,1984.8,437.4,1
168,1997.5,440.1,1
169,1997.5,440.0,1
170,2019.3,450.4,1
171,2019.2,450.5,1
172,2029.1,484.2,1
173,2038.0,495.4,1
174,2046.1,464.4,1
175,2054.2,433.4,1
176,2076.6,425.0,1
177,2076.7,425.0,1
178,2086.5,421.9,1
179,2086.5,421.8,1
180,2109.2,417.3,1
181,2109.3,417.4,1
182,2120.3,415.8,1
183,2120.4,415.8,1
184,2141.6,415.6,1
185,2141.7,415.6,1
186,2162.0,416.1,1
187,2162.0,416.2,1
188,2162.0,416.1,1
189,2172.0,418.7,1
190,2193.2,418.7,1
191,2193.1,418.6,1
192,2203.0,414.8,1
193,2203.0,414.8,1
194,2213.0,450.3,1
195,2219.7,460.2,1
196,2231.0,431.1,1
197,2242.3,402.1,1
198,2261.5,400.6,1
199,2261.6,400.6,1
200,2280.4,399.5,1
201,2280.4,399.4,1
202,2289.1,401.3,1
203,2289.1,401.3,1
204,2308.4,398.5,1
205,2308.4,398.5,1
206,2316.8,393.9,1
207,2316.7,393.8,1
208,2334.7,389.0,1
209,2334.7,389.0,1
210,2352.6,384.5,1
211,2352.6,384.5,1
212,2361.0,385.5,1
213,2361.0,385.5,1
214,2378.5,383.8,1
215,2378.5,383.7,1
216,2386.2,383.5,1
217,2386.9,383.7,1
218,2395.9,418.7,1
219,2401.5,428.0,1
220,2409.6,402.5,1
221,2417.7,377.0,1
222,2432.8,374.0,1
223,2432.8,374.1,1
224,2448.4,371.9,1
225,2448.4,371.9,1
226,2455.3,369.8,1
227,2455.3,369.8,1
228,2470.4,366.4,1
229,2470.4,366.4,1
230,2476.6,376.4,1
231,2481.7,381.0,1
232,2492.0,365.0,1
233,2491.9,365.0,1
234,2507.2,358.7,1
235,2507.2,358.6,1
236,2514.7,356.1,1
237,2514.8,356.1,1
238,2529.5,353.1,1
239,2529.5,353.1,1
240,2534.4,382.3,1
241,2539.3,390.5,1
242,-1.0,-1.0,0
243,-1.0,-1.0,0
244,-1.0,-1.0,0
245,-1.0,-1.0,0
246,-1.0,-1.0,0
247,-1.0,-1.0,0
248,-1.0,-1.0,0
249,-1.0,-1.0,0
250,-1.0,-1.0,0
251,-1.0,-1.0,0
252,-1.0,-1.0,0
253,-1.0,-1.0,0
254,-1.0,-1.0,0
255,-1.0,-1.0,0
256,-1.0,-1.0,0
257,-1.0,-1.0,0
258,-1.0,-1.0,0
259,-1.0,-1.0,0
260,-1.0,-1.0,0
261,-1.0,-1.0,0
262,-1.0,-1.0,0
263,-1.0,-1.0,0
264,-1.0,-1.0,0
265,-1.0,-1.0,0
266,-1.0,-1.0,0
267,-1.0,-1.0,0
268,-1.0,-1.0,0
269,-1.0,-1.0,0
270,-1.0,-1.0,0
271,-1.0,-1.0,0
272,-1.0,-1.0,0
273,-1.0,-1.0,0
274,-1.0,-1.0,0
275,-1.0,-1.0,0
276,-1.0,-1.0,0
277,-1.0,-1.0,0
278,-1.0,-1.0,0
279,-1.0,-1.0,0
280,-1.0,-1.0,0
281,-1.0,-1.0,0
