frame,x,y,visible
234,679.9,637.8,1
235,679.8,637.8,1
236,655.3,641.9,1
237,655.3,641.9,1
238,655.3,641.9,1
239,633.9,638.4,1
240,628.7,678.5,1
241,619.9,689.4,1
242,-1.0,-1.0,0
243,-1.0,-1.0,0
244,-1.0,-1.0,0
245,-1.0,-1.0,0
246,-1.0,-1.0,0
247,-1.0,-1.0,0
248,-1.0,-1.0,0
249,-1.0,-1.0,0
250,540.8,642.3,1
251,540.8,642.3,1
252,540.8,642.3,1
253,522.1,646.3,1
254,522.1,646.4,1
255,522.1,646.4,1
256,501.1,647.5,1
257,501.1,647.5,1
258,482.3,648.7,1
259,482.3,648.7,1
260,464.7,649.5,1
261,464.8,649.5,1
262,464.8,649.5,1
263,446.2,651.2,1
264,446.0,651.2,1
265,428.4,651.6,1
266,428.4,651.6,1
267,428.4,651.6,1
268,411.6,651.8,1
269,394.6,654.5,1
270,394.5,654.5,1
271,394.5,654.5,1
272,377.8,656.8,1
273,377.8,656.8,1
274,370.4,696.7,1
275,364.0,707.4,1
276,354.9,682.8,1
277,345.7,658.3,1
278,345.7,658.3,1
279,330.3,658.9,1
280,330.3,658.9,1
281,330.3,658.9,1
