frame,x,y,visible
234,1261.0,608.2,1
235,1261.5,580.8,1
236,1263.7,581.1,1
237,1263.7,581.1,1
238,1265.1,582.6,1
239,1265.1,582.6,1
240,1265.0,582.6,1
241,1266.1,586.1,1
242,1266.6,591.2,1
243,1266.6,591.2,1
244,1268.0,592.3,1
245,1267.9,592.3,1
246,1268.5,591.2,1
247,1268.5,591.2,1
248,1270.0,592.7,1
249,1270.0,592.7,1
250,1271.0,597.1,1
251,1271.0,597.1,1
252,1270.9,599.8,1
253,1270.9,599.8,1
254,1272.9,600.3,1
255,1272.9,600.3,1
256,1273.7,602.3,1
257,1273.7,602.3,1
258,1274.1,643.2,1
259,1274.5,654.2,1
260,1274.7,628.7,1
261,1274.8,603.2,1
262,1277.5,606.5,1
263,1277.4,606.4,1
264,1277.4,608.0,1
265,1277.4,609.4,1
266,1281.5,607.8,1
267,1281.6,607.9,1
268,1281.4,609.0,1
269,1281.4,609.0,1
270,1282.8,611.1,1
271,1282.8,611.1,1
272,1284.5,611.9,1
273,1284.5,611.9,1
274,1284.2,612.6,1
275,1284.2,612.6,1
276,1285.5,614.7,1
277,1285.5,614.7,1
278,1286.3,614.7,1
279,1286.1,615.4,1
280,1287.4,616.0,1
281,1287.3,616.1,1
282,1289.7,617.6,1
283,1289.7,617.6,1
284,1289.2,617.6,1
285,1289.8,657.9,1
286,1290.3,668.5,1
287,1291.5,644.1,1
288,1292.7,619.6,1
289,1292.6,619.7,1
290,1292.9,621.0,1
291,1292.9,621.0,1
292,1294.7,622.9,1
293,1294.9,623.0,1
294,1297.0,623.5,1
295,1297.0,623.5,1
296,1297.6,624.5,1
297,1297.6,624.4,1
298,1297.8,626.0,1
299,1297.8,626.0,1
300,1299.5,627.7,1
301,1299.5,627.7,1
302,1301.1,629.4,1
303,1301.1,629.4,1
304,1302.0,629.6,1
305,1302.0,629.5,1
306,1303.7,631.5,1
307,1303.8,631.4,1
308,1304.8,631.5,1
309,1304.8,631.5,1
310,1306.8,633.0,1
311,1306.9,633.0,1
312,1307.0,673.8,1
313,1307.6,684.4,1
314,1308.2,659.9,1
315,1308.9,635.5,1
316,1310.4,636.7,1
317,1310.4,636.7,1
318,1313.1,638.4,1
319,1313.1,638.4,1
320,1313.9,638.6,1
321,1313.9,638.6,1
322,1315.3,639.2,1
323,1315.3,639.2,1
324,1316.4,650.9,1
325,1317.1,656.9,1
326,1317.9,642.4,1
327,1317.9,642.3,1
328,1322.3,643.6,1
329,1322.3,643.7,1
330,1322.0,662.9,1
331,1322.8,670.6,1
332,-1.0,-1.0,0
333,-1.0,-1.0,0
334,-1.0,-1.0,0
335,-1.0,-1.0,0
336,-1.0,-1.0,0
337,-1.0,-1.0,0
338,1324.9,649.6,1
339,1324.9,649.6,1
340,1326.5,651.7,1
341,1326.5,651.7,1
342,1329.6,652.3,1
343,1329.6,652.3,1
344,1330.9,652.3,1
345,1331.8,651.8,1
346,1333.1,653.7,1
347,1333.0,653.7,1
348,1334.4,654.7,1
349,1334.4,654.7,1
350,1333.9,654.8,1
351,1333.9,654.8,1
352,1336.8,657.2,1
353,1336.7,657.2,1
354,1336.7,657.1,1
355,1338.9,658.4,1
356,1338.8,691.4,1
357,1339.4,701.7,1
358,-1.0,-1.0,0
359,-1.0,-1.0,0
360,-1.0,-1.0,0
361,-1.0,-1.0,0
362,-1.0,-1.0,0
363,-1.0,-1.0,0
364,-1.0,-1.0,0
365,-1.0,-1.0,0
366,-1.0,-1.0,0
367,-1.0,-1.0,0
368,-1.0,-1.0,0
369,-1.0,-1.0,0
370,-1.0,-1.0,0
371,-1.0,-1.0,0
372,1346.4,649.6,1
373,1346.4,649.6,1
374,1345.9,647.8,1
375,1345.9,647.8,1
376,1345.6,649.1,1
377,1345.3,650.4,1
378,-1.0,-1.0,0
379,-1.0,-1.0,0
380,-1.0,-1.0,0
381,-1.0,-1.0,0
382,-1.0,-1.0,0
383,-1.0,-1.0,0
384,-1.0,-1.0,0
385,-1.0,-1.0,0
386,-1.0,-1.0,0
387,-1.0,-1.0,0
388,-1.0,-1.0,0
389,-1.0,-1.0,0
390,-1.0,-1.0,0
391,-1.0,-1.0,0
392,-1.0,-1.0,0
393,-1.0,-1.0,0
394,-1.0,-1.0,0
395,-1.0,-1.0,0
396,1350.6,554.4,1
397,1350.6,554.4,1
398,1351.4,553.3,1
399,1351.4,553.3,1
400,1351.4,553.3,1
401,1351.8,551.2,1
