frame,x,y,visible
236,1103.6,637.9,1
237,1099.8,623.3,1
238,1099.8,623.2,1
239,1095.1,625.1,1
240,1095.1,625.1,1
241,1092.7,626.1,1
242,1092.7,626.1,1
243,1086.3,626.4,1
244,1086.3,626.4,1
245,1081.4,627.2,1
246,1081.4,627.2,1
247,1078.7,628.7,1
248,1078.7,628.7,1
249,1073.0,630.8,1
250,1073.3,630.9,1
251,1067.9,632.7,1
252,1067.9,632.7,1
253,1061.9,634.7,1
254,1062.0,634.7,1
255,1060.0,635.2,1
256,1060.0,635.1,1
257,1053.8,636.2,1
258,1053.8,636.2,1
259,1053.8,636.2,1
260,1050.6,677.1,1
261,1048.7,687.8,1
262,1045.0,663.5,1
263,1041.4,639.1,1
264,1041.3,639.1,1
265,1041.3,640.6,1
266,1041.3,642.0,1
267,-1.0,-1.0,0
268,-1.0,-1.0,0
269,-1.0,-1.0,0
270,-1.0,-1.0,0
271,-1.0,-1.0,0
272,-1.0,-1.0,0
273,-1.0,-1.0,0
274,-1.0,-1.0,0
275,-1.0,-1.0,0
276,-1.0,-1.0,0
277,-1.0,-1.0,0
278,-1.0,-1.0,0
279,-1.0,-1.0,0
280,-1.0,-1.0,0
281,-1.0,-1.0,0
282,-1.0,-1.0,0
283,-1.0,-1.0,0
284,-1.0,-1.0,0
285,-1.0,-1.0,0
286,-1.0,-1.0,0
287,-1.0,-1.0,0
288,-1.0,-1.0,0
289,985.8,655.4,1
290,985.8,655.4,1
291,983.1,657.1,1
292,983.1,657.1,1
293,977.2,659.3,1
294,977.1,659.3,1
295,973.2,658.1,1
296,973.2,657.9,1
